name,id,album,artists,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genres,cluster_label
Northern Attitude (with Hozier),4oEf84vBYVftf6KmZexhVo,Northern Attitude (with Hozier),"['Noah Kahan', 'Hozier']",0.132,0.488,0.644,4.01e-05,0.105,-8.127,0.051,121.861,0.33,"['modern rock', 'irish singer-songwriter', 'pop', 'singer-songwriter pop', 'pov: indie']",0
Daylight - Slowed + Reverb,0hy0avC3ZHXuSmob8ymMXD,Daylight (Reimagined),['David Kushner'],0.825,0.418,0.514,0.122,0.103,-9.904,0.0452,115.771,0.216,"['singer-songwriter pop', 'gen z singer-songwriter']",0
Call Your Mom (with Lizzy McAlpine),3fKpSA5w8iqLe9sNdIDESW,Call Your Mom (with Lizzy McAlpine),"['Noah Kahan', 'Lizzy McAlpine']",0.726,0.414,0.233,4.82e-05,0.114,-11.606,0.0345,172.752,0.165,"['indie pop', 'alt z', 'singer-songwriter pop', 'boston folk', 'pov: indie']",0
Teenage Dream,3GWaFFi6TlPcZLYmCCHZ9O,Teenage Dream,['Stephen Dawes'],0.411,0.622,0.375,0.0,0.0812,-9.069,0.0279,111.968,0.221,['singer-songwriter pop'],0
Babydoll,7yNf9YjeO5JXUE3JEBgnYc,"Don't Forget About Me, Demos",['Dominic Fike'],0.114,0.762,0.604,0.0,0.0271,-5.296,0.11,168.007,0.847,"['alternative pop rock', 'pov: indie']",0
All My Love,11F1Tpe5da6M6vKLbUjauU,Stick Season (We'll All Be Here Forever),['Noah Kahan'],0.309,0.666,0.665,0.0,0.0961,-7.181,0.0534,116.002,0.474,"['pov: indie', 'singer-songwriter pop']",0
Growing Sideways,2dvEJon5AhhjLs6j8w91Hn,Stick Season (We'll All Be Here Forever),['Noah Kahan'],0.737,0.516,0.289,0.0,0.0952,-8.679,0.0311,178.148,0.563,"['pov: indie', 'singer-songwriter pop']",0
Brooklyn Baby - Spotify Singles,7oPy7n1yowiREvMyypIBEC,Brooklyn Baby - Spotify Singles,['Clairo'],0.628,0.533,0.548,1.61e-05,0.121,-8.52,0.0454,107.927,0.0739,"['indie pop', 'bedroom pop', 'pov: indie']",0
Part of Me,1o5WgxPWvoVgo20DQItKOE,I Was / I Am,['Noah Kahan'],0.0677,0.689,0.687,0.0,0.0805,-7.832,0.0376,109.986,0.248,"['pov: indie', 'singer-songwriter pop']",0
Orange Juice,4KwhK2ileXV2wSfp78pqOx,Stick Season (We'll All Be Here Forever),['Noah Kahan'],0.475,0.662,0.378,6.84e-06,0.121,-10.908,0.0361,120.133,0.207,"['pov: indie', 'singer-songwriter pop']",0
"Everywhere, Everything",7rn89zBlXChGFTNHFZA8un,Stick Season (We'll All Be Here Forever),['Noah Kahan'],0.356,0.462,0.391,0.0,0.134,-9.164,0.0331,179.731,0.287,"['pov: indie', 'singer-songwriter pop']",0
She Calls Me Back,1KUINfIgNjnttphTi4imgI,Stick Season (We'll All Be Here Forever),['Noah Kahan'],0.0786,0.749,0.687,0.0,0.28,-6.497,0.0364,127.905,0.723,"['pov: indie', 'singer-songwriter pop']",0
Stick Season,0mflMxspEfB0VbI1kyLiAv,Stick Season,['Noah Kahan'],0.799,0.664,0.5,0.0,0.0966,-6.935,0.0651,117.896,0.801,"['pov: indie', 'singer-songwriter pop']",0
Paul Revere (with Gregory Alan Isakov),1i9ctdSzErTZNk2IwbnhUt,Paul Revere (with Gregory Alan Isakov),"['Noah Kahan', 'Gregory Alan Isakov']",0.617,0.672,0.363,5.14e-06,0.113,-10.368,0.033,107.953,0.385,"['pop folk', 'stomp and flutter', 'indie folk', 'singer-songwriter pop', 'stomp and holler', 'pov: indie']",0
Forever,0FlwhvrncUKrEAhzunmCKm,Stick Season (Forever),['Noah Kahan'],0.765,0.394,0.256,0.0,0.116,-10.944,0.036,94.367,0.215,"['pov: indie', 'singer-songwriter pop']",0
Different,0vJBL4Dx9aVFsHSqdApU3H,Different,['Joshua Bassett'],0.84,0.392,0.274,0.0,0.182,-10.391,0.043,59.019,0.246,['singer-songwriter pop'],0
Homesick,0jkzxxDG8z3Y5OmfNl1VM0,Stick Season,['Noah Kahan'],0.0253,0.505,0.624,1.06e-05,0.314,-6.526,0.0373,170.076,0.413,"['pov: indie', 'singer-songwriter pop']",0
Daylight,1odExI7RdWc4BT515LTAwj,Daylight,['David Kushner'],0.83,0.508,0.43,0.000441,0.093,-9.475,0.0335,130.09,0.324,"['singer-songwriter pop', 'gen z singer-songwriter']",0
3 Nights,0uI7yAKUf52Cn7y3sYyjiX,"Don't Forget About Me, Demos",['Dominic Fike'],0.223,0.815,0.518,0.0,0.104,-6.594,0.0897,151.891,0.877,"['alternative pop rock', 'pov: indie']",0
Mona Lisa,777zwt161Kap28CJCyqJpk,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION),['Dominic Fike'],0.149,0.763,0.633,0.0,0.172,-8.083,0.13,111.049,0.414,"['alternative pop rock', 'pov: indie']",0
The View Between Villages - Extended,5ihBtaVVMqO5VqJA5wnmfy,Stick Season (We'll All Be Here Forever),['Noah Kahan'],0.684,0.359,0.37,0.00283,0.0836,-10.076,0.0518,152.827,0.104,"['pov: indie', 'singer-songwriter pop']",0
No Complaints,52DudaVZObvmBgEX6IObHX,Stick Season (We'll All Be Here Forever),['Noah Kahan'],0.574,0.685,0.212,0.000566,0.0826,-11.024,0.0406,119.938,0.323,"['pov: indie', 'singer-songwriter pop']",0
London,38o5lj4mbLK34vQkJUlMrg,London,['Mokita'],0.544,0.684,0.512,0.0,0.097,-8.715,0.0525,119.901,0.466,"['chill pop', 'singer-songwriter pop']",0
Come Over,4qiCVxm7PLSS9dypeYHiMk,Stick Season (Forever),['Noah Kahan'],0.54,0.643,0.236,0.0,0.157,-10.982,0.042,149.815,0.45,"['pov: indie', 'singer-songwriter pop']",0
New Perspective,5IHq3x0UsDi7nHc3heKmix,Stick Season (Forever),['Noah Kahan'],0.267,0.693,0.524,1.83e-06,0.0839,-9.696,0.0407,156.529,0.453,"['pov: indie', 'singer-songwriter pop']",0
"Everywhere, Everything (with Gracie Abrams)",4PRdeh2zIyM1pvY4x5luLe,"Everywhere, Everything (with Gracie Abrams)","['Noah Kahan', 'Gracie Abrams']",0.538,0.299,0.357,0.0,0.133,-9.731,0.0372,179.664,0.278,"['alt z', 'pov: indie', 'singer-songwriter pop']",0
Hopeless Romantic (feat. Swae Lee),7IBSffWIu7P2MC7kMwy2FM,Rolling Papers 2,"['Wiz Khalifa', 'Swae Lee']",0.307,0.877,0.477,0.0,0.0929,-7.379,0.0587,127.023,0.552,"['melodic rap', 'trap', 'rap', 'southern hip hop', 'pop rap', 'hip hop', 'pittsburgh rap']",1
Don't Tell 'Em,0Dc7J9VPV4eOInoxUiZrsL,Late Nights: The Album,"['Jeremih', 'YG']",0.392,0.856,0.527,0.0,0.11,-5.225,0.0997,98.052,0.386,"['rap', 'r&b', 'cali rap', 'southern hip hop', 'urban contemporary', 'pop rap', 'hip hop', 'trap', 'chicago rap']",1
Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,No Love Lost (Deluxe),"['Blxst', 'Tyga', 'Ty Dolla $ign']",0.336,0.571,0.767,0.0,0.0809,-5.16,0.287,93.421,0.605,"['westcoast flow', 'trap', 'rap', 'r&b', 'southern hip hop', 'pop rap', 'trap soul', 'hip hop']",1
Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,Mail on Sunday,"['Flo Rida', 'T-Pain']",0.0928,0.918,0.609,0.0,0.139,-5.64,0.0791,128.008,0.304,"['trap', 'rap', 'r&b', 'miami hip hop', 'southern hip hop', 'dance pop', 'urban contemporary', 'pop rap', 'gangster rap', 'pop', 'hip hop']",1
Dark Horse,4jbmgIyjGoXjY01XxatOx6,PRISM,"['Katy Perry', 'Juicy J']",0.00314,0.647,0.585,0.0,0.165,-6.123,0.0512,131.934,0.353,"['trap', 'rap', 'southern hip hop', 'pop rap', 'crunk', 'pop', 'memphis hip hop']",1
Danger (Spider),4eAmJ2vhKbzzhEDRYipSC6,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE [SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE (METROVERSE INSTRUMENTAL EDITION)],"['Offset', 'JID']",0.0335,0.836,0.692,0.000504,0.201,-6.248,0.126,143.384,0.288,"['rap', 'pop rap', 'atl hip hop', 'hip hop', 'underground hip hop', 'trap']",1
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",39MK3d3fonIP8Mz9oHCTBB,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),"['Metro Boomin', 'Swae Lee', 'Lil Wayne', 'Offset']",0.22,0.591,0.5,0.0,0.175,-6.206,0.0529,145.819,0.201,"['new orleans rap', 'melodic rap', 'trap', 'rap', 'pop rap', 'atl hip hop', 'hip hop']",1
Black Beatles,6fujklziTHa8uoM5OQSfIo,SremmLife 2 - Deluxe,"['Rae Sremmurd', 'Gucci Mane']",0.142,0.794,0.632,0.0,0.128,-6.163,0.0649,145.926,0.355,"['melodic rap', 'rap', 'dirty south rap', 'southern hip hop', 'pop rap', 'atl hip hop', 'hip hop', 'trap', 'mississippi hip hop']",1
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",3DXncPQOG4VBw3QHh3S817,Grateful,"['DJ Khaled', 'Justin Bieber', 'Quavo', 'Chance the Rapper', 'Lil Wayne']",0.0552,0.609,0.668,0.0,0.167,-4.284,0.0367,80.924,0.811,"['new orleans rap', 'melodic rap', 'trap', 'rap', 'canadian pop', 'miami hip hop', 'conscious hip hop', 'pop rap', 'atl hip hop', 'pop', 'hip hop', 'chicago rap']",1
Amazing,0m3Ze0cy8qBHSsV2exAfCw,808s & Heartbreak,"['Kanye West', 'Jeezy']",0.216,0.588,0.554,0.118,0.0619,-8.406,0.0545,146.133,0.496,"['trap', 'rap', 'dirty south rap', 'southern hip hop', 'atl hip hop', 'crunk', 'gangster rap', 'old school atlanta hip hop', 'hip hop', 'chicago rap']",1
Danger (Spider) (Offset & JID),11X3DkCPUOEX4okR6xSsRV,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION),"['Offset', 'JID']",0.0335,0.836,0.692,0.000504,0.201,-6.248,0.126,143.384,0.288,"['rap', 'pop rap', 'atl hip hop', 'hip hop', 'underground hip hop', 'trap']",1
Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,Camila,"['Camila Cabello', 'Young Thug']",0.184,0.765,0.523,3.56e-05,0.132,-4.333,0.03,104.988,0.394,"['melodic rap', 'trap', 'rap', 'dance pop', 'atl hip hop', 'gangster rap', 'pop', 'hip hop', 'atl trap']",1
I Know,6rje9f1wRFJDO2iTORw0lH,Dark Sky Paradise,"['Big Sean', 'Jhené Aiko']",0.327,0.733,0.334,0.0,0.116,-11.314,0.0811,119.935,0.267,"['trap', 'rap', 'r&b', 'southern hip hop', 'pop rap', 'hip hop', 'detroit hip hop']",1
My Oh My (feat. DaBaby),3yOlyBJuViE2YSGn3nVE1K,Romance,"['Camila Cabello', 'DaBaby']",0.018,0.724,0.491,1.29e-05,0.0887,-6.024,0.0296,105.046,0.383,"['trap', 'rap', 'dance pop', 'pop rap', 'hip hop', 'north carolina hip hop', 'pop']",1
Payphone,1LmN9SSHISbtp9LoaR5ZVJ,Overexposed,"['Maroon 5', 'Wiz Khalifa']",0.0136,0.739,0.756,0.0,0.37,-4.828,0.0393,110.028,0.522,"['trap', 'rap', 'southern hip hop', 'pop rap', 'pop', 'hip hop', 'pittsburgh rap']",1
Givin' Up (Not The One),4D0RrinXpQt16fZLVhmXWy,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE [SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE (METROVERSE INSTRUMENTAL EDITION)],"['Don Toliver', '21 Savage', '2 Chainz']",0.0198,0.699,0.585,0.0,0.161,-6.929,0.0587,109.066,0.285,"['trap', 'rap', 'southern hip hop', 'pop rap', 'atl hip hop', 'hip hop']",1
X (with 2 Chainz & Saudi),4LmAnpjlhWTahvRkYR8xJa,Black Panther The Album Music From And Inspired By,"['ScHoolboy Q', '2 Chainz', 'Saudi']",0.0203,0.776,0.471,0.0,0.268,-8.406,0.253,131.018,0.405,"['trap', 'rap', 'southern hip hop', 'pop rap', 'atl hip hop', 'gangster rap', 'south african hip hop', 'hip hop']",1
Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky,"['Gucci Mane', 'Bruno Mars', 'Kodak Black']",0.00381,0.8,0.578,0.0,0.359,-5.144,0.0485,143.01,0.367,"['melodic rap', 'trap', 'rap', 'dirty south rap', 'miami hip hop', 'southern hip hop', 'dance pop', 'pop rap', 'atl hip hop', 'florida drill', 'pop', 'hip hop', 'trap latino', 'florida rap']",1
Silk & Cologne (EI8HT & Offset) - Spider-Verse Remix,10C2sCUoYnVG5H3052T8qE,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION),"['EI8HT', 'Offset']",0.266,0.773,0.805,0.00774,0.11,-7.669,0.0783,109.983,0.85,"['rap', 'pop rap', 'atl hip hop', 'hip hop', 'trap']",1
Unforgettable,3B54sVLJ402zGa6Xm4YGNe,Jungle Rules,"['French Montana', 'Swae Lee']",0.0293,0.726,0.769,0.0101,0.104,-5.043,0.123,97.985,0.733,"['melodic rap', 'rap', 'southern hip hop', 'pop rap', 'hip hop', 'trap']",1
Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF,Future Nostalgia,"['Dua Lipa', 'DaBaby']",0.00883,0.702,0.825,0.0,0.0674,-3.787,0.0601,102.977,0.915,"['trap', 'rap', 'dance pop', 'pop rap', 'hip hop', 'uk pop', 'north carolina hip hop', 'pop']",1
As Long As You Love Me,75lo8VozcCLRG9WGG674iD,Believe,"['Justin Bieber', 'Big Sean']",0.0807,0.571,0.873,0.0,0.361,-3.382,0.0997,139.691,0.613,"['trap', 'rap', 'r&b', 'canadian pop', 'southern hip hop', 'pop rap', 'pop', 'hip hop', 'detroit hip hop']",1
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",7t2bFihaDvhIrd2gn2CWJO,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]","['Ty Dolla $ign', 'The Weeknd', 'Wiz Khalifa', 'Mustard']",0.22,0.805,0.33,0.0,0.105,-8.712,0.1,121.97,0.211,"['rap', 'r&b', 'canadian pop', 'cali rap', 'southern hip hop', 'pop rap', 'hip hop', 'trap soul', 'pop', 'trap', 'pittsburgh rap', 'canadian contemporary r&b']",1
Psycho (feat. Ty Dolla $ign),26aVUWea1a8Vp82JpauBNZ,The Diamond Collection - Deluxe,"['Post Malone', 'Ty Dolla $ign']",0.562,0.746,0.558,0.0,0.113,-8.027,0.114,139.972,0.423,"['melodic rap', 'trap', 'rap', 'r&b', 'southern hip hop', 'pop rap', 'dfw rap', 'trap soul', 'pop', 'hip hop']",1
Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,The Papercut Chronicles II,"['Gym Class Heroes', 'Adam Levine']",0.0319,0.646,0.795,0.0,0.267,-3.293,0.0976,89.99,0.796,"['deep talent show', 'dance pop', 'pop rap']",2
Alibi (with Pabllo Vittar & Yseult),5496lks6V3fh1mZAB6IAap,Alibi (with Pabllo Vittar & Yseult),"['Sevdaliza', 'Pabllo Vittar', 'Yseult']",0.00526,0.741,0.754,8.21e-06,0.125,-5.412,0.0327,126.98,0.717,"['funk carioca', 'dance pop', 'persian electronic', 'funk pop', 'pop nacional', 'french pop', 'alternative r&b', 'r&b francais', 'pop lgbtq+ brasileira']",2
The Lazy Song,1ExfPZEiahqhLyajhybFeS,Doo-Wops & Hooligans,['Bruno Mars'],0.3,0.794,0.711,0.0,0.0955,-5.124,0.0699,174.915,0.955,"['dance pop', 'pop']",2
I Gotta Feeling - Edit,0xSa9m0hnLL8ZfDPMVdtng,NOW That's What I Call Tailgate Anthems,['Black Eyed Peas'],0.0456,0.744,0.775,0.0,0.418,-6.161,0.0268,127.967,0.577,"['dance pop', 'pop rap', 'pop']",2
Love Me Again,5VSCgNlSmTV2Yq5lB40Eaw,Tribute,['John Newman'],0.00453,0.495,0.894,0.000596,0.103,-4.814,0.0441,126.03,0.213,['dance pop'],2
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",7pYfyrMNPn3wtoCyqcTVoI,Hands All Over (Revised International Standard version),"['Maroon 5', 'Christina Aguilera']",0.0119,0.722,0.761,0.0,0.315,-4.46,0.0475,128.046,0.624,"['dance pop', 'pop']",2
24K Magic,6b8Be6ljOzmkOmFslEb23P,24K Magic,['Bruno Mars'],0.034,0.818,0.803,0.0,0.153,-4.282,0.0797,106.97,0.632,"['dance pop', 'pop']",2
Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,DNCE,['DNCE'],0.152,0.774,0.753,0.0,0.0371,-5.446,0.0517,119.002,0.896,"['dance pop', 'pop']",2
Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,Unorthodox Jukebox,['Bruno Mars'],0.049,0.726,0.698,0.0,0.309,-4.165,0.0431,143.994,0.867,"['dance pop', 'pop']",2
TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,Animal (Expanded Edition),['Kesha'],0.0991,0.755,0.837,0.0,0.289,-2.718,0.142,120.028,0.714,"['dance pop', 'pop']",2
Wild Ones (feat. Sia),1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones,"['Flo Rida', 'Sia']",0.0991,0.608,0.86,0.0,0.262,-5.324,0.0554,127.075,0.437,"['miami hip hop', 'dance pop', 'pop rap', 'pop']",2
Count on Me,7l1qvxWjxcKpB9PCtBuTbU,Doo-Wops & Hooligans,['Bruno Mars'],0.851,0.589,0.389,0.0,0.0772,-5.972,0.028,89.1,0.501,"['dance pop', 'pop']",2
On The Floor - Radio Edit,0Oe49j06Bjrxs8PltuVeaW,On The Floor,"['Jennifer Lopez', 'Pitbull']",0.0848,0.758,0.686,0.00133,0.142,-6.346,0.0792,130.008,0.444,"['miami hip hop', 'dance pop', 'urban contemporary', 'pop']",2
The Fighter (feat. Ryan Tedder),77ZdAoTHYoF6Umo76HFD4m,The Papercut Chronicles II,['Gym Class Heroes'],0.0775,0.592,0.926,0.0,0.187,-3.469,0.126,99.018,0.432,"['dance pop', 'pop rap']",2
Die Young,7EQGXaVSyEDsCWKmUcfpLk,Warrior (Expanded Edition),['Kesha'],0.00498,0.711,0.7,0.000125,0.215,-4.805,0.046,128.001,0.801,"['dance pop', 'pop']",2
The Lazy Song,386RUes7n1uM1yfzgeUuwp,Doo-Wops & Hooligans,['Bruno Mars'],0.3,0.794,0.711,0.0,0.0955,-5.124,0.0699,174.915,0.955,"['dance pop', 'pop']",2
Shameless,2ogKhhoMClkFXek7ZgxAhN,Romance,['Camila Cabello'],0.0197,0.377,0.651,5.31e-05,0.174,-5.437,0.0589,129.607,0.0851,"['dance pop', 'pop']",2
All These Years,4XLu3tTSZiPFVC9mmuR6Zp,Camila,['Camila Cabello'],0.609,0.732,0.436,0.0,0.108,-7.409,0.117,94.852,0.475,"['dance pop', 'pop']",2
Something's Gotta Give,7IL3UOlcJ6nmcCMwpnlfcA,Camila,['Camila Cabello'],0.367,0.545,0.458,0.0,0.118,-4.6,0.0279,79.943,0.164,"['dance pop', 'pop']",2
Don't Go Yet,1qCHidBbWAgv3pn6UbZ4Lg,Familia,['Camila Cabello'],0.0492,0.666,0.796,0.0,0.0442,-6.967,0.103,110.108,0.61,"['dance pop', 'pop']",2
Die With A Smile,2plbrEY59IikOBgBGLjaoe,Die With A Smile,"['Lady Gaga', 'Bruno Mars']",0.308,0.521,0.592,0.0,0.122,-7.777,0.0304,157.969,0.535,"['dance pop', 'pop', 'art pop']",2
Like a Prayer,1z3ugFmUKoCzGsI6jdY4Ci,Celebration (double disc version),['Madonna'],0.264,0.625,0.842,2.12e-05,0.181,-5.285,0.0376,111.038,0.26,"['dance pop', 'pop']",2
Cheap Thrills (feat. Sean Paul),6b3b7lILUJqXcp6w9wNQSm,Cheap Thrills (feat. Sean Paul),"['Sia', 'Sean Paul']",0.0561,0.592,0.8,2.01e-06,0.0775,-4.931,0.215,89.972,0.728,"['dancehall', 'dance pop', 'pop rap', 'pop']",2
OUT OUT (feat. Charli XCX & Saweetie),6Dy1jexKYriXAVG6evyUTJ,OUT OUT (feat. Charli XCX & Saweetie),"['Joel Corry', 'Jax Jones', 'Charli xcx', 'Saweetie']",0.018,0.787,0.833,0.00747,0.0374,-4.403,0.0478,123.97,0.796,"['uk dance', 'edm', 'metropopolis', 'house', 'cali rap', 'dance pop', 'uk pop', 'pop dance', 'candy pop', 'pop', 'trap queen', 'art pop']",2
2012 (It Ain't The End),1ERCOXHQcoLSTlgmNTlcrR,2012 (It Ain't The End),"['Jay Sean', 'Nicki Minaj']",0.199,0.717,0.792,0.0,0.423,-2.703,0.0393,126.975,0.513,"['post-teen pop', 'rap', 'dance pop', 'pop rap', 'queens hip hop', 'hip pop', 'pop']",2
Moonshine,30raivfq7rSt5nKltiHfzG,Unorthodox Jukebox,['Bruno Mars'],0.211,0.705,0.784,4.3e-06,0.0813,-4.351,0.0279,104.98,0.418,"['dance pop', 'pop']",2
Treasure,55h7vJchibLdUkxdlX3fK7,Unorthodox Jukebox,['Bruno Mars'],0.0412,0.874,0.692,7.24e-05,0.324,-5.28,0.0431,116.017,0.937,"['dance pop', 'pop']",2
That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,24K Magic,['Bruno Mars'],0.013,0.853,0.56,0.0,0.0944,-4.961,0.0406,134.066,0.86,"['dance pop', 'pop']",2
What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,Up All Night,['One Direction'],0.009,0.726,0.787,0.0,0.0596,-2.494,0.0737,124.99,0.888,"['boy band', 'talent show', 'post-teen pop', 'pop']",2
Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,Globalization,"['Pitbull', 'Ne-Yo']",0.0921,0.721,0.802,0.0,0.694,-5.797,0.0583,124.022,0.724,"['r&b', 'miami hip hop', 'dance pop', 'urban contemporary', 'pop']",2
Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,Doo-Wops & Hooligans,['Bruno Mars'],0.0134,0.635,0.841,0.0,0.0622,-5.379,0.0422,109.021,0.424,"['dance pop', 'pop']",2
Summer,6YUTL4dYpB9xZO5qExPf05,Motion,['Calvin Harris'],0.0211,0.596,0.856,0.0178,0.141,-3.556,0.0346,127.949,0.743,"['edm', 'uk dance', 'house', 'electro house', 'dance pop', 'progressive house', 'pop']",2
Señorita,6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes (Deluxe),"['Shawn Mendes', 'Camila Cabello']",0.0379,0.759,0.548,0.0,0.0828,-6.049,0.0289,116.963,0.75,"['viral pop', 'dance pop', 'pop', 'canadian pop']",2
I Love It (feat. Charli XCX),6HZ9VeI5IRFCNQLXhpF4bq,THIS IS... ICONA POP,"['Icona Pop', 'Charli xcx']",0.00952,0.711,0.906,1.64e-05,0.153,-2.671,0.0284,125.916,0.824,"['electropop', 'metropopolis', 'dance pop', 'uk pop', 'swedish synthpop', 'candy pop', 'swedish electropop', 'pop', 'art pop']",2
Agora Hills,7dJYggqjKo71KI9sLzqCs8,Scarlet,['Doja Cat'],0.228,0.75,0.674,8.91e-05,0.122,-6.128,0.097,123.026,0.392,"['dance pop', 'pop']",2
Finesse,5XMkENs3GfeRza8MfVAhjK,24K Magic,['Bruno Mars'],0.00781,0.741,0.798,0.0,0.0232,-5.342,0.0718,104.953,0.939,"['dance pop', 'pop']",2
Good Time,1kPpge9JDLpcj15qgrPbYX,The Midsummer Station,"['Owl City', 'Carly Rae Jepsen']",0.0239,0.56,0.872,6.98e-06,0.371,-4.269,0.14,126.05,0.682,"['indietronica', 'dance pop', 'pop', 'canadian pop']",2
Feel So Close - Radio Edit,1gihuPhrLraKYrJMAEONyc,18 Months,['Calvin Harris'],0.000972,0.707,0.924,0.00703,0.204,-2.842,0.031,127.937,0.919,"['edm', 'uk dance', 'house', 'electro house', 'dance pop', 'progressive house', 'pop']",2
Glad You Came,5yDL13y5giogKs2fSNf7sj,Battleground (Deluxe Edition),['The Wanted'],0.0319,0.722,0.851,0.0,0.108,-3.873,0.0639,126.885,0.452,"['boy band', 'dance pop', 'post-teen pop', 'pop']",2
Don't Start Now,3PfIrDoz19wz7qK7tYeu62,Future Nostalgia,['Dua Lipa'],0.0123,0.793,0.793,0.0,0.0951,-4.521,0.083,123.95,0.679,"['uk pop', 'dance pop', 'pop']",2
Chammak Challo,0EH7sgeiFqDa3eS7ieW2zs,Ra-One,"['Akon', 'Hamsika Iyer']",0.0696,0.742,0.879,7.17e-06,0.0981,-4.274,0.0328,133.946,0.936,"['modern bollywood', 'dance pop']",2
Apologize,6q3zC9dDD4lUNk8nfUztXy,Shock Value,"['Timbaland', 'OneRepublic']",0.0363,0.658,0.602,0.0,0.102,-6.006,0.0281,118.026,0.0785,"['piano rock', 'dance pop', 'pop rap', 'pop']",2
"Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv,"Save Me, San Francisco (Golden Gate Edition)",['Train'],0.185,0.673,0.886,0.0,0.0826,-4.44,0.0431,97.012,0.795,"['dance pop', 'pop', 'pop rock', 'neo mellow']",2
Florida!!! (feat. Florence + The Machine),5ExOm0dh4NyRyAdSAO9hyM,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,"['Taylor Swift', 'Florence + The Machine']",0.178,0.533,0.573,0.0,0.309,-7.123,0.138,150.088,0.398,"['neo mellow', 'modern rock', 'uk alternative pop', 'baroque pop', 'pop']",3
I Lived,3IQF4xCQUPicbA4hWfTxPo,Native,['OneRepublic'],0.0678,0.593,0.85,0.0,0.271,-5.456,0.0447,119.984,0.344,"['piano rock', 'pop']",3
The Albatross,4EF6IyONolQy0bIQXm2EmX,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,['Taylor Swift'],0.655,0.352,0.479,0.0,0.0935,-8.942,0.0583,172.013,0.292,['pop'],3
Nobody Gets Me,5Y35SjAfXjjG0sFQ3KOxmm,SOS,['SZA'],0.805,0.358,0.284,0.0,0.183,-8.285,0.0285,99.796,0.276,"['rap', 'r&b', 'pop']",3
Labyrinth,43q586vP8gGkYypKoSddhl,Midnights (3am Edition),['Taylor Swift'],0.797,0.48,0.295,0.333,0.12,-15.512,0.0384,110.018,0.132,['pop'],3
Solo (feat. Demi Lovato),6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),"['Clean Bandit', 'Demi Lovato']",0.0441,0.737,0.636,6.66e-05,0.35,-4.546,0.0437,105.005,0.565,"['uk dance', 'post-teen pop', 'uk funky', 'pop']",3
Clara Bow,4d9PtIEVij9jW5OaLinH66,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,['Taylor Swift'],0.636,0.686,0.318,0.00144,0.106,-11.046,0.0263,104.088,0.214,['pop'],3
The Black Dog,62E2nR0od0M5HYxuYLaDz7,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,['Taylor Swift'],0.707,0.527,0.27,0.0,0.102,-10.855,0.038,154.042,0.23,['pop'],3
